twid,tweep,twtext,fav,rt,url
578877213585616897,bbcworld,Independence Day march in Tunis http://t.co/L5KdPGm9Lx - via @aidan_lewis,33,46,http://bbc.in/1999KjO
578876368261410816,BBCNewsEnts,"Pharrell Williams warns the music industry could be ""stifled"" by the Blurred Lines verdict: http://t.co/kcQCibTKhk http://t.co/nNKeRgvSDL",84,111,http://bbc.in/1H83KmR
578873206020390912,BBCtrending,The mystery of Myanmar's missing umbrella which was airbrushed out of a photo of a minister http://t.co/yvu02h6fry http://t.co/w3XSYM1fNx,156,309,http://bbc.in/1OcYfsj
578870380460445696,BBCBreaking,"Two suicide bombers blow themselves up during noon prayers in two mosques in Yemen's capital, reports say http://t.co/DRAXEjTrgj",377,494,http://bbc.in/1MTuoS8
578865237094490112,bbcworld,A total #SolarEclipse could be seen in the Norwegian archipelago of Svalbard http://t.co/pVIqbOeDsf #solareclipse2015 http://t.co/IZytANPuaz,819,1008,http://bbc.in/1B9ZgaD
578859432467120128,bbcworld,Hunting for Prince's vault - rumoured to contain thousands of unreleased recordings http://t.co/ZXQmsz5DEM http://t.co/puT4HGHNb7,207,210,http://bbc.in/1I35m2n
578854894666432512,davidshukmanbbc,Another stunning image from @BBCStargazing plane #eclipse2015 http://t.co/4y6XljiKga,613,643,
578854852878581761,davidshukmanbbc,Fabulous shot from Stargazing Live plane above Faroe Islands #eclipse2015 http://t.co/0OLoe3qCAf,1380,1692,
578854805818445824,BBCBreaking,Parts of the UK see a maximum #SolarEclipse http://t.co/1AibfIn866  #eclipse2015 http://t.co/WkhN0W8fPT,3413,3849,http://bbc.in/1H7IsFJ
578850406966624256,BBCBreaking,Millions witness the best #SolarEclipse in years in the UK and northern Europe http://t.co/nuctOFoJZO  #eclipse2015 http://t.co/DK4a1AxfUA,5612,6713,http://bbc.in/1ANLPxY
578847311243132928,bbcworld,Could hydrogen power save the world? http://t.co/UQYhlj2hOS http://t.co/9X0fDhI110,145,219,http://bbc.in/1CD6P0B
578843652534984704,BBCOS,Astronomer Chris North will be on @BBCOS to talk about #eclipse2015 . Tweet us if you have any questions for him. http://t.co/5OQRLiNtke,88,90,
578837708962996225,bbcworldservice,One Direction star Zayn Malik comes home from tour because of stress. What to do to keep your A-Listers happy? http://t.co/hipzhRp3YW,49,51,http://bbc.in/1CAkQdQ
578835167407710208,BBCBreaking,First images as the UK begins to see the #SolarEclipse http://t.co/4GsbKhiCUj http://t.co/Hz3rylaWbZ,2686,3326,http://bbc.in/1990rAm
578833846407467008,BBCBreaking,Southern tip of the UK begins to see a partial eclipse. Follow our live #SolarEclipse coverage http://t.co/V8uRmXQUrY http://t.co/0pnczp7sgi,659,909,http://bbc.in/1C3Gre9
578830200798072832,bbcworld,Saudi Arabia's new $100bn desert megacity http://t.co/jtZBe6zRzc http://t.co/ThAwoMFRty,275,413,http://bbc.in/18NIMOR
578829166394662912,BBCNewsAsia,"Eric Clapton's ""Layla"" in Sanskrit is hitting all the right chords: http://t.co/yvdDylteRp #NewsFromElsewhere http://t.co/raMNIc8nrd",160,141,http://bbc.in/18O68UC
578825845281828864,BBCNewsAsia,At least 5 people killed after passenger train derails in India's Uttar Pradesh state http://t.co/iGI6iZprU6,26,42,http://bbc.in/1CAa8UA
578821923632709632,bbcworld,Spanish bank Sabadell will buy TSB for £1.7bn. Deal confirmed at 340p a share  - via @BBCBenThompson,24,64,
578821281019260928,bbcworldservice,An aid worker on Vanuatu's remote Pentecost Island suggests many of the crops there have been destroyed. http://t.co/UXj7Qn79jl,24,27,http://bbc.in/1Ocd52b
578819853689200640,bbcworld,Party with a price: Russians count the cost a year after Crimea annexation http://t.co/0Hc77BIIG1 http://t.co/G6X4u459je,62,92,http://bbc.in/1EztgBf
578819506438537216,BBCNewsAsia,"This week in China: Hunting ""corrupt foxes"" http://t.co/iGtqr1fZ0y via @BBCCarrie http://t.co/e9C4GsvT61",76,77,http://bbc.in/1CA6tGi
578814733131902976,bbcworld,Tweets from Tunis: After the #TunisiaMuseumAttack http://t.co/jX3bX3plTE http://t.co/mPvgqbcvyv,64,109,http://bbc.in/18NGcs3
578808839832793088,bbcworld,"#Ukraine crisis: EU links Russia sanctions to ""complete implementation"" of ceasefire deal http://t.co/DBmMQ6rw9K http://t.co/Jldn8AcW5i",67,106,http://bbc.in/1C2WYig
578801915628249088,bbcworld,"Obama tells #Iran of ""historic opportunity"" to reach a nuclear deal http://t.co/hvvHT6cPYY http://t.co/BBPsMpRJ4b",188,216,http://bbc.in/1H8CUy8
578798627457470464,bbcworld,"#Greece agrees to draft new economic reform plan within days, EU leaders say http://t.co/AkZWjnTTzc http://t.co/lOqRDYSAR9",88,144,http://bbc.in/198U2Fk
578789091636039680,BBCNewsAsia,"At least two killed, several held hostage after militant attack on Kashmir police station http://t.co/IbaT4OAfN2 http://t.co/O2giZWBolw",51,88,http://bbc.in/1CDg3dc
578788200954593280,BBCNewsAsia,.@JonahFisherBBC's interview with Myanmar's President Thein Sein: http://t.co/UK9Xwy2itF http://t.co/1v5hiD06t5,47,33,http://bbc.in/1ObAUHz
578784032298786816,BBCNewsAsia,Can you see what's missing here? http://t.co/mrnGECAEdG via @BBCtrending http://t.co/BXFSqwR9PI,110,128,http://bbc.in/1xDMJfa
578784017027342336,JonahFisherBBC,So @solarimpulse is in Mandalay and heading next to Chongqing. If they follow the most direct route  could overfly the Kokang conflict.,30,24,
578775088092295168,BBCNewsAsia,"""Domestic affair"" - Myanmar's President Thein Sein on situation in troubled Kokang region http://t.co/UK9XwyjTSf http://t.co/WfcZGvTsSq",41,25,http://bbc.in/1ObAUHz
578768582580039680,BBCBreaking,"President Goodluck Jonathan tells BBC he's ""hopeful"" Nigeria will take back all land from #BokoHaram within a month http://t.co/ZIjQ8NaGbs",441,376,http://bbc.in/1x7h7DL
578768504985415680,BBCNewsAsia,Myanmar's army will continue to play key role in move towards greater democracy: Thein Sein http://t.co/UK9XwyjTSf http://t.co/ZRmfmbgR3H,33,49,http://bbc.in/1ObAUHz
578767544791769088,bbcworld,Will Myanmar's Thein Sein change the clause that blocks Aung San Suu Kyi from presidency? http://t.co/LB9HGJwkBe http://t.co/NVSblL48xe,74,126,http://bbc.in/1ObAUHz
578761148432035840,BBCBreaking,"""It's not true that reforms have stalled because of military"" - Myanmar president tells BBC http://t.co/pjLu7n0kSk http://t.co/nJ3wilGs3q",324,273,http://bbc.in/1ObAUHz
578758029962772480,JonahFisherBBC,A follow-up to yesterday's magical missing umbrella story from @bbctrending http://t.co/qiQ2471xJS http://t.co/P4IvDDjkOM,207,295,http://www.bbc.com/news/blogs-trending-31970420
578753569068859392,BBCNewsAus,Sydney Lindt cafe to reopen after 2014 siege: http://t.co/vzXIt0XAip http://t.co/RNDP1BTG31,67,67,http://bbc.in/19E4u98
578751609326428161,JonahFisherBBC,Thein Sein gave no indication he would try to change the clause that blocks Aung San Suu Kyi from presidency. http://t.co/wKQNtaOcxZ,19,40,
578751593211961344,JonahFisherBBC,"No great hope for Ms Suu Kyi here, army have said they will block clause change in parliament. http://t.co/71JCi1iHEZ http://t.co/Ci9RXjCFsx",25,37,http://www.bbc.com/news/world-asia-31957685
578750268013170688,JonahFisherBBC,Have Myanmar's reforms stalled? I asked President Thein Sein this week. http://t.co/71JCi1iHEZ http://t.co/HDt0f16S1A,39,32,http://www.bbc.com/news/world-asia-31957685
578750051247345664,JonahFisherBBC,The Burmese army has 1/4 seats in parliament. I asked President Thein when that would change. http://t.co/71JCi1iHEZ http://t.co/phXdeV3S6J,28,25,http://www.bbc.com/news/world-asia-31957685
578749950852464640,BBCNewsAus,"""Politician of principle"" - Former Australian Prime Minister Malcolm Fraser dies, aged 84 http://t.co/lmM9sXel3q http://t.co/kbnhbbokSp",75,96,http://bbc.in/1MOobc6
578749804282568704,JonahFisherBBC,Democrat? President Thein Sein speaks to the BBC about the military role in Burmese politics. http://t.co/71JCi1iHEZ http://t.co/0sJt03LxHI,29,38,http://www.bbc.com/news/world-asia-31957685
578706516569632768,bbcworldservice,"An orangutans alarm call is known as a ""kiss squeak"" and they may put on fake voices to scare away predators http://t.co/SreBHlxlof",41,69,http://bbc.in/1H5aup1
578702957593640960,bbcworld,Former Australian Prime Minister Malcolm Fraser dies aged 84 http://t.co/Mft5DfOVYZ http://t.co/o3PjJBipy6,68,136,http://bbc.in/1xkBQ7B
578701143523618816,bbcworldservice,Escape from East Berlin - with the help of a Syrian diplomat's car http://t.co/xLIDvdVMzX http://t.co/PUMzvhBWdU,85,97,http://bbc.in/1xhYMUU
578699292736622592,bbcworld,Israel's PM Benjamin Netanyahu waters down pre-election vow not to allow a Palestinian state http://t.co/jwtZHHKiNn http://t.co/53d2fcd2Gi,87,187,http://bbc.in/1ALKZBI
578696866029838336,BBCNewshour,Podcast: What options for Palestinians? Tunisia protests attacks; Chimps and Ebola in Sierra Leone http://t.co/F2OfI0Zq11,14,18,http://bbc.in/1FGTxj1
578695965596594176,bbcworldservice,Britain's last lion tamer - in pictures http://t.co/hsyohCXm0B,19,19,http://bbc.in/1MQxgPV
578694773596418048,bbcworld,Connecting oceans: @BBCCarrie meets the Chinese tycoon behind the Nicaragua canal http://t.co/N0bs6NjuBz http://t.co/9gPUA1eMTo,60,90,http://bbc.in/1AHybME
578680974273327104,bbcworld,"""Unbelievable"" behaviour: Chinese tourists push back against rant about poor manners http://t.co/a3XnQso6AJ http://t.co/BLGuCEIsL3",142,198,http://bbc.in/1xgkM2p
578677433366351873,BBCSport,Louis van Gaal says managing Manchester United will be his last job http://t.co/x0BJuuWJJY #mufc http://t.co/YdHeXFyvqc,171,281,http://bbc.in/1B7cMvD
578665678783295488,BBCtrending,How the political discussion in Mexico is being driven by social media http://t.co/fwMwURABzb,32,54,http://bbc.in/1EwdULw
578662329061105664,bbcworld,Zayn Malik leaves @onedirection tour over stress - the internet says #HaveAGoodRestZayn http://t.co/rHM4DVyVFc http://t.co/9McIl1bhB4,452,546,http://bbc.in/1xkfAug
578659295291711488,DaveLeeBBC,"""Imagine walking a mile in someone else's headline."" - Monica Lewinsky calls for a more compassionate internet http://t.co/vM9be5HToO",57,65,http://bit.ly/18McLqn
578659206418604032,bbclysedoucet,"#Bardo is now known as scene of attack..it once was, &amp; still is, a beautiful museum of exquisite rooms &amp; splendid collections #Tunisia",60,54,
578659033160249345,bbcworld,Unborn baby ripped from pregnant woman by attacker she met on Craigslist http://t.co/RPLu3n3Ye0,61,172,http://bbc.in/1H7k7mR
578652621814284288,BBCNews,Prince Charles meets Barack Obama http://t.co/rPaRkgqle2 http://t.co/gGOyEuJyG1,240,214,http://bbc.in/1x5FVMf
578623945789804544,bbcworld,Texas police blow up a huge #fireworks haul over 3 days http://t.co/dFHc9oe3uG,46,74,http://bbc.in/1H4b2YO
578621023706316801,BBC_WHYS,"Nobody expected such a high profile attack #Tunisia @AsmaGhribi now on #Whys 
http://t.co/ag8wOqCzNc",17,20,http://www.bbc.co.uk/worldserviceradio/on-air
578616138910863362,BBCRosAtkins,"On air shortly for @BBCOS. @bbclysedoucet will be live by the Borda museum in Tunis, showing what's happening there now.",19,9,
578613294405181440,BBCtrending,The internet reaction to #RIPInternetExplorer (Via @BBCNewsbeat) http://t.co/PxdQNgBbNN http://t.co/fE8JcYYfXz,167,254,http://www.bbc.co.uk/newsbeat/31945739
578610364939649025,bbcworldservice,"The nun who was raped in West Bengal ""forgives everyone and is praying for everyone"", Indian cardinal http://t.co/IkIYs3K0H1",63,96,http://bbc.in/1H2aTFb
578609674498514945,bbclysedoucet,"""We are optimistic!"" You still hear defiance in #Tunisia that it can be different from upheaval &amp; unrest of other #Arabuprising states",36,48,
578608895544930304,BBCSport,Fifa confirm that the 2022 World Cup final will be played on December 18th http://t.co/7VFg9gKxwV http://t.co/i33bvHudSY,362,1003,http://bbc.in/1O9Qy6e
578603347160207360,BBCBreaking,"Fifa confirms final of the 2022 World Cup final will be held on December 18th, BBC Sport learns (via @richard_conway)",425,945,
578600450414505984,bbclysedoucet,"""La Tunisie est eternelle"" #Tunisia is eternal"" - response to French media  headline ""Tunisie est finie""(finished) http://t.co/c8DTzsGFkF",53,87,
578600324757385216,bbcworld,Italy's @CostaCruises &amp; MSC Cruises cancel stops in Tunisian ports after #BardoMuseum attack http://t.co/Y5SSRG7koQ http://t.co/aQw2kExC3J,44,96,http://bbc.in/1xjjJPc
578598301764870144,BBCSport,Snooker's highest profile female referee has left her position on the World Snooker circuit http://t.co/POoAvlZ2GT http://t.co/XjrV4pNCeX,155,208,http://bbc.in/1I1TbTk
578597116064505856,BBCNewsEnts,Here's more on @zaynmalik announcing he's leaving the @onedirection tour - via @BBCNewsbeat: http://t.co/IMBEGdL01c http://t.co/CI219xtygL,132,230,http://www.bbc.co.uk/newsbeat/31972435
578595035308040192,BBCNewsbeat,Zayn Malik leaves One Direction tour http://t.co/HmX3Ysc4up http://t.co/oSEMtj471p,95,161,http://bbc.in/1MNnGiC
578594185084870657,BBCNewsbeat,"50,000 people sign petition to ban Kanye from Glastonbury. We spoke to guy who started it http://t.co/drAdNsyJIt http://t.co/zh3CEDByCt",213,267,http://bbc.in/1DAPPrJ
578594093368000512,BBCAfrica,Sierra Leone announces Ebola curfew:  http://t.co/5EOOtb5NNa,31,75,http://bbc.in/1MR5F0U
578594026120675328,BBCAfrica,Nine arrested over Tunisia attack:  http://t.co/uXCheZ9uW8,21,56,http://bbc.in/1CxeYCe
578593097275338753,bbclysedoucet,"""Degage!"" Get out! - 4 yrs ago they called on ruling RCD to go, now they say it to terrorism #Bardo #tunisiaattack http://t.co/RcfIAy6E6Z",20,34,
578593066308800512,bbcworld,"Islamic State had ""intent ... to destroy the Yazidi as a group"", says UN after attacks http://t.co/2DC4m53r1B http://t.co/BCt6U4cCWI",141,340,http://bbc.in/1AKilAU
578593062957494272,bbclysedoucet,Tunisian civil society groups &amp; trade unions gather outside #Bardo to condemn #tunisiaattack http://t.co/FvdwWoJ7kA,46,67,
578591800518176769,bbcworld,How some students in India pass on answers to cheat in exams http://t.co/z0g78QD3TI http://t.co/prw7zZJdUk,549,1231,http://bbc.in/1EvrXRi
578584716053516288,bbcworld,VIDEO: China-Japan talks: Facts in 60 seconds http://t.co/jYAdXsW1ql,43,32,http://bbc.in/1xj9r1D
578581882419482624,bbcworld,Osborne urged to detail welfare cuts http://t.co/AfnCeC5RiA,18,26,http://bbc.in/1xj7Atu
578581880443969537,bbcworld,VIDEO: BBC School Report goes global http://t.co/wLXhcrrdlV,26,30,http://bbc.in/1BC0JX9
578579045136404480,bbcworld,Mexican man freed after 23 years http://t.co/afDkI7a05C,28,42,http://bbc.in/1xj5Cta
578578961971716096,bbcworld,"""I thought they were fireworks"" - survivors of #TunisiaMuseumAttack recall ordeal http://t.co/iNK6c0jrNs http://t.co/aD8YubFIdM",49,80,http://bbc.in/1MR4H4P
578577742104494081,BBCNewsbeat,Are you on holiday in Tunisia at the moment? Get in touch newsbeat@bbc.co.uk,18,17,
578576899720519680,BBCBreaking,Islamic State militants say they were responsible for #TunisiaMuseumAttack that killed 23 http://t.co/f8hzbcBd06,256,546,http://bbc.in/1I1EJup
578574207933661184,bbcworld,How the dark web has changed the way terrorists talk http://t.co/4v9SrovthR http://t.co/3syxWUHcFt,143,180,http://bbc.in/1x2o4pA
578568973408698368,bbcworld,Salt-N-Pepa or Shakespeare? Her mum hated hip-hop. So Samantha had little choice http://t.co/0Lnw59pykE #BBCSoup http://t.co/FPxee0pybq,65,53,http://bbc.in/1AJc608
578562647920082944,bbcworld,This is how Sirga the lion greets her owner each time they meet http://t.co/JHcaJg48QA http://t.co/sEdpbdjy8C,1310,1211,http://bbc.in/1H5RQ05
578560412272214016,BBCTech,#TED2015: Bill Gates warns the world to prepare for a future disease epidemic http://t.co/KMhCq1c1da http://t.co/drVtOg5L0b,184,256,http://bbc.in/1CwU1XQ
578560144449105920,bbcweather,This is what the #Northernlights look like on Mars : http://t.co/cfs7yTzYyc Jo http://t.co/ASVcfHV3Ty,121,123,http://bbc.in/1AJ2pit
578559864462520320,BBCTech,"Hot on the heels of the Apple Watch, Google teams up with Intel and Tag Heuer to make an Android-powered smartwatch http://t.co/H50nFAGgdJ",55,93,http://bbc.in/1I1upCK
578559779750174720,BBCWorldatOne,"A ""pretty safe assumption"" #Tunisia attack is broadly linked to ""chaos in Libya,"" says @githensmazer on #wato",15,22,
578558884975153152,BBCBreaking,#TunisiaMuseumAttack gunmen had trained with Islamists in east Libya - former al-Qaeda operative (via @FrankRGardner) http://t.co/EsCXzPBPsc,249,217,http://bbc.in/1DChKaM
578557870448443392,BBCBreaking,"Yemen president evacuated to safe place after strike targets his Aden compound, says aide http://t.co/jOZtKO2ZLN",352,256,http://bbc.in/18KQ8mg
578555488813580288,bbcworld,There's controversy over an apparently fake video of the Greek Finance Minister doing this http://t.co/x3mmrge4J9 http://t.co/9pfHj1syr3,72,134,http://bbc.in/1xiJv67
578554518398476288,bbcworld,"Our wet wipe habit is causing a nasty problem on Britain’s beaches.
http://t.co/GsLRGfpaNB #BBCGoFigure http://t.co/OZb6i25jUQ",78,161,http://bbc.in/1EuPbXU
578549960666402816,BBCWorldatOne,"Package holiday companies are cancelling day trips to Tunis, @STiptonTravel tells #wato",13,23,
578549654478053377,BBCtrending,'I will go to Tunisia': tourists pledge to visit after museum attack with #JeSuisBardo selfies http://t.co/LAS5naKej8 http://t.co/oprbizGUDK,180,204,http://bbc.in/1AJxvGN
578548918075678720,BBCBreaking,"Unidentified planes carry out air strike on compound in Aden used by Yemen's President Hadi, say security officials http://t.co/D92fFhOrQW",304,327,http://bbc.in/1x40qsI
578547032870227968,bbcworld,Exploring the oily seas of Titan with a robot submarine http://t.co/YvTgpVnkB1 http://t.co/M3q8cUf2zE,122,158,http://bbc.in/1H3NvKX
578545416461033472,bbcworldservice,One of Bhutan’s endangered languages has only one speaker left: An 89-year-old woman http://t.co/odfaICJ2Zc http://t.co/GOGZpqOqEd,305,424,http://bbc.in/1AG8hZS
578544990802046976,BBCBreaking,"Tunisian army to be deployed in large cities following deadly Tunis museum attack, presidency says http://t.co/XRToBBgqpv",281,248,http://bbc.in/1I1rOZz
578543926707097600,davidshukmanbbc,Beautiful 90-second explanation of tomorrow's solar eclipse: http://t.co/Sb2MhCcMQY #Eclipse2015,111,194,http://www.bbc.co.uk/news/science-environment-31950277
578543097472241664,bbcworldservice,"""It's a deadly job"" - photographer @mtemperley on Britain's last lion tamer http://t.co/yYOA8vrhVu",21,30,http://bbc.in/1xeTaux
578541912606539776,bbcworld,A new book charts the discovery of daguerreotypes taken by the 19th Century critic John Ruskin http://t.co/GeVqUIjFWy http://t.co/Or4KmW5ecr,128,104,http://bbc.in/1xiviWO
578537221445296129,BBCBreaking,Four people arrested in connection with Tunisia museum attack which left 20 foreign tourists dead http://t.co/1QrQwR4NFM,304,298,http://bbc.in/1H5tNhM
578535215934623745,BBCBreaking,"British woman, 21, held by counter-terror police at Luton Airport after landing from Istanbul, Scotland Yard says http://t.co/8G3hXfTAhW",419,307,http://bbc.in/1x3QH5D
578532811432411136,bbcworld,"Are traditional watchmakers under threat from the smart watch, asks @LeoKelion
http://t.co/cSpZ4pWSUQ http://t.co/AL15MQE0AV",90,118,http://bbc.in/1AJh1ON
578531058649546752,BBCNewsEnts,"One Direction's Zayn and Louis must post a £3,000 bond before playing Manila this weekend: http://t.co/2BypXaXnzk http://t.co/RiBJFgSgiR",236,251,http://bbc.in/1H2pD6T
578526953835249664,bbcworld,"IS jihadists may have committed genocide &amp; war crimes against Iraq's minority Yazidi community, the UN says http://t.co/vMysH6lW7g",62,175,http://bbc.in/1x3LriG
578524286354268160,bbcworld,"When her mum banned hip-hop, Samantha fell in love with Shakespeare http://t.co/Jn17xSnZry #BBCSoup http://t.co/mImxUxtGsi",196,155,http://bbc.in/1EuxebN
578524021471518720,BBCOS,Three pupils on air now @bbcos talking about their own @bbcschoolreport story re Chinese students at school 6 days http://t.co/oWKe7FEBy4,22,18,
578523873131544576,BBCSchoolReport,"For kids in #SierraLeone the threat of #Ebola brings fear, boredom &amp; alienation - @LesQuennevaisSc #BBCSchoolReport http://t.co/9Y7KxKevHl",23,36,http://bbc.in/19C51s3
578521786930884610,BBCtrending,Chinese tourists push back against Thai celebrity's rant http://t.co/4bH4F0HZpJ http://t.co/iufJSFPSAH,73,151,http://bbc.in/1H2afY4
578521786448510976,BBCSport,#IND beat #BAN by 109 runs to reach #CWC15 semi-finals http://t.co/xPJhr4q3cm #INDvsBAN http://t.co/tQg9pyMtND,228,306,http://bbc.in/1CvlMAf
578518964294270977,bbcworld,"3 people were found hiding inside Tunis's Bardo museum on Thursday morning, police say http://t.co/ytpJXrm5kY",41,50,http://bbc.in/1xicgzR
578518558474383361,BBCRosAtkins,What do kids want from a news presenter? My @BBCOS co-hosts tell me  what I need to do . #bbcschoolreport https://t.co/ij0YTjEXdb,26,21,https://vine.co/v/OV33hbiMFWL
