twid,tweep,twtext,fav,rt,url
581439304184029184,huffingtonpost,Apple CEO Tim Cook will reportedly donate his fortune to charity http://t.co/3qi1VQHinT,109,133,http://huff.to/1NhKhnM
581438046475829248,huffingtonpost,Starbucks Birthday Cake Frappuccinos are here (but not for long) http://t.co/uSsVFF4iDb http://t.co/CVkoOKWWnZ,252,153,http://huff.to/1NeaseZ
581436784694968320,huffingtonpost,That time a hedge funder quit his job and then raised $60 million for charity http://t.co/7QI10oPBah,47,34,http://huff.to/1NhHGKi
581435529729818625,huffingtonpost,3 ways to become super productive http://t.co/ETJ5IJLqei,66,46,http://huff.to/1MaFuHA
581434269710606338,huffingtonpost,8 completely useless things that are cluttering up your life http://t.co/09EhAbYNm3 http://t.co/4vPilZIm59,87,79,http://huff.to/1M6de8W
581432506739720193,huffingtonpost,German prosecutors: No suicide note from Germanwings co-pilot found http://t.co/TZjFTCEoqK,13,24,http://huff.to/1NhDqL1
581430496661532672,huffingtonpost,"""Trash Mountain"" rises in Mumbai http://t.co/2WldCgv7gk http://t.co/ghSA2MiBkJ",48,73,http://huff.to/1Ne7FCp
581429747818848256,huffingtonpost,Harry Reid won't seek re-election http://t.co/XUsLCEOFXh,19,22,http://huff.to/1NhABJW
581429244468834304,huffingtonpost,Details emerge about Germanwings co-pilot http://t.co/9xZWD4NlGe https://t.co/e2wLARnjai,9,18,http://huff.to/1ID1MME https://cards.twitter.com/cards/8n1hr/thw
581426719602679808,huffingtonpost,Rihanna's new single is here! http://t.co/vD7lrPLbzc,33,25,http://huff.to/1FX3LeY
581423340562313216,huffingtonpost,BREAKING: Harry Reid won't seek reelection http://t.co/ip7ZV6tKYc -@nytimes,35,71,http://www.nytimes.com/2015/03/28/us/politics/senator-harry-reid-retire.html
581422945517596672,huffingtonpost,"Betty White's biggest regret is so sweet, it hurts http://t.co/Yjk0jxPZVl http://t.co/mqZosuTNv3",213,120,http://huff.to/1M61nYu
581420022318428160,huffingtonpost,BREAKING: German prosecutors: indications Germanwings co-pilot hid illness from employers. -@AP,25,91,
581419172355313665,huffingtonpost,"10 rules for a happy life
 http://t.co/pNp0H3OpCb http://t.co/gxB5gHNC5i",248,207,http://huff.to/1Ne1rCF
581415396231766016,huffingtonpost,6 other times commercial pilots were suspected of crashing planes on purpose http://t.co/v9g4BukXYL,39,42,http://huff.to/1Ne0eLv
581411619713994752,huffingtonpost,💞🌼✌️ Hipster Gandhi ✌️🌼💞 http://t.co/goZ8wZou9J http://t.co/o9B7XJcyVu,140,130,http://huff.to/1NdYTnY
581407850024591360,huffingtonpost,"Yep, you're old. Saturday is the 15th anniversary of ""High Fidelity"" http://t.co/4xQKWN1GhJ http://t.co/L7wojEIW6A",255,277,http://huff.to/1NdXn5p
581404071590002689,huffingtonpost,Science may explain the rise of the hipster beard http://t.co/4usvASCy21,59,55,http://huff.to/1NdWcCN
581400329742323712,huffingtonpost,This veteran went from homeless to Harvard http://t.co/dxsn88sqln http://t.co/DtIIyIt0f4,550,370,http://huff.to/1N91IGO
581396520848769024,huffingtonpost,This father and daughter have helped hundreds of sex trade survivors find jobs http://t.co/LwrcB1YyVA,70,72,http://huff.to/1M5KehH
581394003096109056,huffingtonpost,"A breeder asked a vet to kill a puppy that wasn't 'show quality.' Fortunately, the vet had other ideas.  http://t.co/1qjDVvbVwW",79,91,http://huff.to/1M9RgSn
581392754074324992,huffingtonpost,Why there's no reason to celebrate Mo'ne Davis forgiving the guy who called her a slut http://t.co/q6F7p9yM6t,64,63,http://huff.to/1NdKMz7
581388973102264320,huffingtonpost,US identifies third American passenger in #Germanwings crash as Robert Oliver http://t.co/wyBvaRiOtm,12,25,http://huff.to/1M5CI6r
581387713091379200,huffingtonpost,Stunning time-lapse video shows Disneyland's 1954-1955 construction in just 1 minute http://t.co/JsIAahhqA8,85,62,http://huff.to/1M9LccB
581386456511447040,huffingtonpost,"Inmates at a San Francisco jail were forced into 'gladiator-style' fights, public defender says http://t.co/Le1oiwsENi",30,72,http://huff.to/1M9JOqA
581385227647483904,huffingtonpost,13 portraits that reveal what women really see when they look at themselves http://t.co/lau50bm7vz,42,34,http://huff.to/1N98cFE
581381423115931650,huffingtonpost,Google's Eric Schmidt doesn't know what's keeping women out of tech. We have a few ideas http://t.co/U2XKHhyGfM,31,31,http://huff.to/1EYeaWg
581377647768416256,huffingtonpost,Kendall Jenner is officially the new face of Calvin Klein! http://t.co/NPEPM8ZWt4 http://t.co/zMrLXNwxpe,160,70,http://huff.to/1NdEf7E
581373870281744384,huffingtonpost,UMD frat bro who wrote offensive email won't return to campus http://t.co/aoJle9F4Zc,22,25,http://huff.to/1M5xfws
581370096666439680,huffingtonpost,"Governor signs anti-gay ""religious freedom"" bill at private ceremony http://t.co/5tD3yQsWn6",26,48,http://huff.to/1NdyG9f
581366324460417025,huffingtonpost,"The most flattering skirt length for anyone, any age http://t.co/bVPOLkHjGF http://t.co/abVUojB5t9",54,34,http://huff.to/1N9oej2
581362550824128512,huffingtonpost,Cable companies won't let cord cutters go without a fight http://t.co/Qt8V4PR8pM http://t.co/WhwJpmdJ5m,39,53,http://huff.to/1NcbMPw
581359525804052480,huffingtonpost,Senate passes GOP budget with trillions in spending cuts after marathon session http://t.co/cLJAvSxTNA,20,24,http://huff.to/1NgAEWi
581358771177431040,huffingtonpost,"""Downton Abbey"" will end after Season 6 http://t.co/80jGrTZ0La",18,37,http://huff.to/1Ndonlt
581357958665277440,lbarronlopez,Senate passes GOP budget 52-46.,16,19,
581354998971437056,huffingtonpost,J.Lo looks like the superstar she is in a leather bustier dress  http://t.co/swSXqxhw9j,19,15,http://huff.to/1NdmJ36
581351223070212096,huffingtonpost,Everyone's been listening to One Direction since Zayn left http://t.co/E89MlUigMx,25,18,http://huff.to/1M5e4CZ
581347450537017344,huffingtonpost,What it takes to become a mindful eater http://t.co/5JyEjqyEyG http://t.co/639YUmOcae,118,70,http://huff.to/1M5cely
581343670613512192,huffingtonpost,The high fashion way Kerry Washington transforms into Olivia Pope http://t.co/xu7ua0hKMW,27,14,http://huff.to/1M55BiZ
581339899586080768,huffingtonpost,"5 habits of vegetarians that you should steal 
 http://t.co/foEyPn1REj http://t.co/kyC3x44IeS",246,173,http://huff.to/1M51aoz
581336125337403392,huffingtonpost,These are the countries in the Saudi-led coalition bombing Yemen http://t.co/3OXKvlqmNK,19,26,http://huff.to/1M4ZivX
581332350715490305,huffingtonpost,"Dolly Parton duets with superfan who has Down Syndrome, dazzles him with her kindness http://t.co/cUeKVoDfgZ",130,94,http://huff.to/1M4XsLz
581328576512942080,huffingtonpost,"Taraji P. Henson, aka Cookie on ""Empire,"" will host ""SNL"" on April 11 http://t.co/YGM3y8zI5v http://t.co/wCOTrKvR1U",363,247,http://huff.to/1Nd0ASw
581324800360128513,huffingtonpost,"Blast from the past: States using ""religious freedom"" to justify segregation http://t.co/pppcNWgbak",71,118,http://huff.to/1NcYXo2
581321022491770880,huffingtonpost,This butt-shaped dessert will twerk for you http://t.co/PzkTeX0XUe,30,29,http://huff.to/1ycxY3a
581317388596944897,HuffPostSports,"FINAL No. 2 seed Arizona defeats No. 6 seed Xavier, 68-60 #MarchMadness",30,21,
581317249019076608,huffingtonpost,Is Taylor Swift dating Calvin Harris? http://t.co/1yGKYmuvOb,27,26,http://huff.to/1M4LPEf
581313472841023488,huffingtonpost,"This is for everyone having nightmares about Robert Durst / ""The Jinx"" http://t.co/JQNoB4WyPK",28,18,http://huff.to/1M4IFR5
581309701696143360,huffingtonpost,"NYC students of color are being denied the opportunity to play sports at school, say protestors http://t.co/UP7vsgddsU",49,63,http://huff.to/1NaFxAb
581305925132242944,huffingtonpost,Tunisia assures Star Wars sets are safe from ISIS http://t.co/wRxOPy4LVt,41,58,http://huff.to/1NcOtF9
581305804143235073,HuffPostSports,"FINAL: Kentucky improves to 37-0 after defeating West Virginia, 78-39 #MarchMadness",42,31,
581304159095394304,huffingtonpost,"March Madness referee trips over player, totally eats it during Kentucky-West Virginia game http://t.co/SKhl975ht5",39,31,http://huff.to/1NfTk8v
581302152833966080,huffingtonpost,Amber Rose is nearly naked in NSFW beach photos http://t.co/R9BuD6dYtG,32,5,http://huff.to/1NcMYqE
581299076420894720,HuffPostSports,Have you taken an Uber with Matt Stainbrook? Tell us what it was like at sports@huffingtonpost.com,15,8,
581298374294507520,huffingtonpost,"The shortest, most beautiful road trip you'll ever take http://t.co/10bjxG6eyr http://t.co/J9s7dKJnyi",303,183,http://huff.to/1xiejno
581297238103584768,HuffPostSports,"March Madness referee trips over player, totally eats it during Kentucky-West Virginia game http://t.co/mqd6pGltUQ",25,22,http://huff.to/1NfOrfM
581295381385912320,HuffPostSports,"AT THE HALF: We're all tied up, 28-28 for #6 Xavier vs. #2 Arizona #MarchMadness",15,15,
581294603300691968,huffingtonpost,Now's the time to visit Europe http://t.co/5LKz6pcQuR http://t.co/BI7q60tNnT,179,103,http://huff.to/1LQaWdT
581290822437609472,huffingtonpost,"""Downton Abbey"" is ending next season, but we might get a movie http://t.co/k5z9pGEz3U",79,77,http://huff.to/1NeW5XG
581288253833134080,HuffPostSports,"AT THE HALF: #1 Kentucky leads #5 West Virginia, 44-18 #MarchMadness",40,24,
581286041346248704,huffingtonpost,"V. Stiviano, Donald Sterling's ex-friend, denies romantic relationship http://t.co/xmTfimw7Ol",13,14,http://huff.to/1NfGd7r
581284534999760897,huffingtonpost,How to take stunning travel photos http://t.co/muuilDd0OD http://t.co/9NXg93dbJ1,164,101,http://huff.to/1NcGWGn
581280759253721088,huffingtonpost,5 reasons to quit your job and travel NOW http://t.co/UPHCX53wso,170,117,http://huff.to/1LAwawn
581278243967336448,huffingtonpost,Martin O'Malley: U.S. and Israel should get out of each other's politics http://t.co/14pr05LKQz,48,45,http://huff.to/1M83jjj
581276988041785344,huffingtonpost,What to expect when you go off the pill http://t.co/uKnCnmSjhq http://t.co/b5Bgt6PER0,78,49,http://huff.to/1NfyAOn
581275726311227392,huffingtonpost,Police settle suit over use of tear gas during Missouri protests http://t.co/gPgZsQN0C9,25,30,http://huff.to/1NfxnX6
581274468921786368,huffingtonpost,"Colorado lawmaker says attack on pregnant woman is a ""curse of God"" http://t.co/09f9PyQUnj",19,27,http://huff.to/1NfwwG5
581273708943302656,HuffPostSports,TIP OFF: No. 2 Arizona vs. No. 6 Xavier #MarchMadness,21,12,
581273237692133376,HuffPostSports,#1 WISCONSIN HOLDS ON: 79-72 win over #4 UNC #MarchMadness,64,38,
581273207812014080,huffingtonpost,Young men read mean tweets sent to women http://t.co/ebzPKOhImd,95,107,http://huff.to/1NfvwSp
581271950074482689,huffingtonpost,U.S. court halts labor department protection for same-sex couples http://t.co/kWVsvbT5dY,20,39,http://huff.to/1M7W3Ut
581271694456803328,HuffPostSports,TIP OFF: No. 1 Kentucky vs. No. 5 West Virginia #MarchMadness,27,23,
581271296639545344,HuffPostSports,"Wisconsin at the line extends lead over UNC, 73-70.. 33 seconds left!",15,12,
581270694585114627,huffingtonpost,Tension brews between ICE and immigration advocates over deportation policies http://t.co/3cAO1ONLb4,18,28,http://huff.to/1NftLEw
581269435828293633,huffingtonpost,Senators introduce legislation after series of oil train accidents http://t.co/gOpf1nFt84,23,24,http://huff.to/1M7TP7I
581268175855218690,huffingtonpost,"Amazing vintage photos of ""women's work"" http://t.co/5u03jGWU3G",64,72,http://huff.to/1NcwYER
581267790977458176,huffingtonpost,Adelson-backed Internet gambling ban bill divides Republicans http://t.co/LViOY2GMBp,14,21,http://huff.to/1NfrGIT
581266916959981568,huffingtonpost,Ed Sheeran moves bride to tears with surprise wedding performance  http://t.co/VD9DExAwdk,149,93,http://huff.to/1M7Rqd0
581265660157759488,huffingtonpost,Colorado lawmakers use slideshow with N-word when pushing bill for Native American mascot ban http://t.co/lxsOaCzTlm,26,39,http://huff.to/1Nfqe9m
581264400616685568,huffingtonpost,10 tricks to improve your flight experience http://t.co/ZRdBzoRoHC,53,24,http://huff.to/1M4jLB0
581264033178746880,HuffPostSports,"FINAL: No. 3 seed Notre Dame defeats No. 7 seed Wichita State, 81-70 #MarchMadness",46,28,
581263142694588416,huffingtonpost,Jennifer Garner and Ben Affleck's daughter supports her dad during Senate hearing on Capitol Hill http://t.co/fVfAEksPPk,73,35,http://huff.to/1M7NNnt
581261911288868864,huffingtonpost,UNC students ask a simple question: Why is the school still honoring a KKK leader in 2015? http://t.co/rZzLo6b5jH,102,145,http://huff.to/1Nfnw3A
581260624908427264,huffingtonpost,"Chelsea Handler says Bill Cosby tried to ""Cosby"" her http://t.co/y7nuStZ8yR",36,36,http://huff.to/1M4gfXa
581259715025313792,HuffPostSports,UPSET ALERT: Notre Dame leads Wichita State 73-56 with under 5 minutes to go #MarchMadness,29,26,
581259368102043648,huffingtonpost,Dean Smith prearranged to surprise his former players with $200 dinners after he died  http://t.co/URS5gcRIeM,112,105,http://huff.to/1NflqRm
581258109324271616,huffingtonpost,Fraternities consider lobbying Congress to stop colleges from investigating rape cases http://t.co/vp4DKvMISD,52,168,http://huff.to/1NfkA74
581256854187220992,huffingtonpost,USC says the NCAA doesn't even follow its own rules http://t.co/P2iVPeFuKk,21,30,http://huff.to/1Ncqw0B
581255592909627392,huffingtonpost,"White man in St. Louis tells former Cardinal to ""go back to Ferguson""  http://t.co/qi8GJ2AzbE",27,42,http://huff.to/1M7GiwS
581254340150726657,huffingtonpost,"Why you should care about Periscope, Twitter's new live-streaming app http://t.co/Na8RrCoyGr",58,81,http://huff.to/1NfhMa2
581254094184022016,HuffPostSports,"HALFTIME: No. 1 Wisconsin trails No. 4 North Carolina, 31-33 #MarchMadness",14,12,
581253075727454208,huffingtonpost,"""How I paid off $50K of debt in less than 3 years""
 http://t.co/TjNsNZxtD2",128,76,http://huff.to/1NclCRx
581251889691525120,thirdmetric,This is what adult love really looks like http://t.co/51A78ogcM4,44,27,http://huff.to/1HGGH64
581251820166766592,huffingtonpost,Congress focuses in on NFL's non-profit tax-exempt status in letter http://t.co/6jKYV9I0kt,27,36,http://huff.to/1M7CNqh
581250560222994432,huffingtonpost,15 simple savings tips for families http://t.co/d5qiXAENhj,48,53,http://huff.to/1NakNIE
581249303055888384,huffingtonpost,The other One Direction guys commented on Zayn's departure http://t.co/G3J0BPV0aH,13,14,http://huff.to/1EG8Rbp
581248042197716993,huffingtonpost,'How I found gratitude in unexpected places' http://t.co/ZAOrERad1H,60,56,http://huff.to/1M7zCyK
581247043164770304,HuffPostSports,"HALF TIME: No. 3 Notre Dame leads No. 7 Wichita State, 33-30 #MarchMadness",8,11,
581246783952695296,huffingtonpost,Big changes coming to next year's Oscars broadcast http://t.co/HkZjSU3Pig,29,26,http://huff.to/1NfcHPa
581245525275623426,huffingtonpost,"What does ""The Jinx"" mean for the future of true crime? http://t.co/JQNoB4WyPK",35,30,http://huff.to/1M4IFR5
581244270625087488,huffingtonpost,"Jason Biggs explains why he won't appear on this season of ""OITNB"" http://t.co/a673SJQbDy",23,11,http://huff.to/1NfaYct
581243010433847296,huffingtonpost,A new parent's guide to mastering social media http://t.co/Q2PEyM7a06,45,35,http://huff.to/1Nfa67I
581241749680611328,huffingtonpost,"Vanessa Hudgens isn't going to Coachella this year, so who will usurp her flower crown to become queen? http://t.co/Qr72QTkCa5",33,20,http://huff.to/1NeYJwx
581240994554912769,huffingtonpost,Either John Boehner or Nancy Pelosi is very wrong about what their Medicare bill will do http://t.co/BA4JFGOPVe,24,24,http://huff.to/1Nf8Phd
581240494811967488,huffingtonpost,"JK Rowling had a brilliant response to fan who said she ""can't see"" Dumbledore being gay http://t.co/84EqqReLH3",91,64,http://huff.to/1N863Kn
581239274407854080,huffingtonpost,Karrueche Tran opens up about her love triangle with Chris Brown and Rihanna http://t.co/JUFHabeiGD http://t.co/TotTM8BB6t,179,179,http://huff.to/1Nf6Xop
581239036238434304,AndyBCampbell,"East village explosion recap:
12 injured, 3 critically
Looks like gas explosion
2 bldgs collapsed

PHOTOS, MORE INFO: http://t.co/7LnzA5Dgp6",26,35,http://huff.to/1xD4Pn7
581237976375685120,huffingtonpost,"""Uptown Funk"" Passover will get your Seder rockin http://t.co/oNsG7mhp3j http://t.co/PWRvu471Sp",110,122,http://huff.to/1M7pHJm
581236814792531968,huffingtonpost,Shonda Rhimes (and everyone else) slams Deadline piece on TV diversity http://t.co/XaA2sgixwr,55,50,http://huff.to/1N859gW
581235459155718144,huffingtonpost,Why the crisis in Yemen is a global problem http://t.co/A3JFwEeyBK,53,63,http://huff.to/1M7mVnG
581234202043113473,huffingtonpost,Astronauts get set for super-long #oneyearmission in space http://t.co/PxCsyJzp07,45,47,http://huff.to/1Nf3c2n
581232946784374784,HuffPostSports,TIP OFF: No. 3 Notre Dame vs. No. 7 Wichita State #MarchMadness,21,12,
581232943839985664,huffingtonpost,"No, the asteroid headed our way is NOT on a collision course http://t.co/CzQEwIm2tw",22,37,http://huff.to/1M7k5yU
581230427911954432,huffingtonpost,"Head of the Episcopal Church says it's ""sinful"" to ignore climate change http://t.co/4z3JhJHAqG http://t.co/Pcs0xIXhKw",200,153,http://huff.to/1M7hAMX
581229169293545472,huffingtonpost,Here's the March Madness schedule for Thursday And Friday's Sweet 16 games http://t.co/7d8nuZ8EUT,17,19,http://huff.to/1NeZLc4
581227912042549248,huffingtonpost,"Vanessa Hudgens isn't going to Coachella, so it looks like the flower crown is for the taking  http://t.co/Qr72QTkCa5",29,17,http://huff.to/1NeYJwx
581226651146539008,huffingtonpost,"15 years after its premiere, how should we remember ""High Fidelity""? http://t.co/4xQKWMK4T9",29,32,http://huff.to/1NdXn5p
581225398454890496,huffingtonpost,"New Russian ""superhighway"" would link London and New York http://t.co/5u0LUNoYhq http://t.co/wyGu3EJ7Vh",521,561,http://huff.to/1M7cssh
581224886611386370,huffingtonpost,Chaos in Yemen gives new fuel to Republican critics of Obama's foreign policy http://t.co/GqImbwIJPW,23,19,http://huff.to/1M7bSuE
581224139643588608,huffingtonpost,"""Downton Abbey"" is ending next season, but we might get a movie! http://t.co/k5z9pGEz3U http://t.co/sF7wc8B4Bs",197,187,http://huff.to/1NeW5XG
581222875904024576,huffingtonpost,"Why Matthew Weiner is so obsessed with preventing ""Mad Men"" spoilers http://t.co/V8TK4o3LdE",19,11,http://huff.to/1NeV1mC
581221622545301504,huffingtonpost,"Some genius combined rowing and ""tug or war"" into a single sport  http://t.co/MgTJHPrKHR",19,22,http://huff.to/1M78e3Q
581220861706964992,huffingtonpost,Mayor Bill de Blasio also said East Village building that exploded failed a ConEd inspection earlier in the day http://t.co/R5UMkHnFu8,29,39,http://huff.to/1BOF12n
581220361745928193,huffingtonpost,What magicians can teach us about how not to be manipulated http://t.co/mSgPseiyOc,30,28,http://huff.to/1M76SWS
581217848061747200,huffingtonpost,Veteran unemployment falls to 7-year low http://t.co/Hs24Pq3tSp http://t.co/jQZf3rlovb,85,106,http://huff.to/1NeRbdn
581216617524256769,huffingtonpost,"Will HBO's ""Going Clear"" change the Church of Scientology forever? http://t.co/nvKESGIZ64 http://t.co/WLjdNK4rYb",145,124,http://huff.to/1M72PtM
581214068901580800,huffingtonpost,"Top general says ""there's no exit strategy"" for war against ISIS http://t.co/kc0I9pz0e3",20,30,http://huff.to/1M706Al
581213308834963456,huffingtonpost,"NY mayor Bill de Blasio: According to preliminary evidence, gas-related blast to blame for fire and building collapse",17,33,
581212813005365248,huffingtonpost,Whoa! A “Game of Thrones” star just dropped a major spoiler http://t.co/1ZmPVCq7PH,26,34,http://huff.to/1NeMIax
581212306471849984,huffingtonpost,A key piece of the House budget has little support among Americans http://t.co/pwnMB8xW1p,13,12,http://huff.to/1NeMe4k
581211552998678528,huffingtonpost,Baby hippo and mom swim adorably at San Diego zoo http://t.co/o5hUZxMEPU,73,50,http://huff.to/1NeLtbk
581209539799810048,huffingtonpost,Images from the explosion in the East Village http://t.co/qVUhh2hxWM http://t.co/pDOEjULuMl,46,71,http://huff.to/1NeJvaR
581207927832350720,NYCityAlerts,"Aerial image from NYPD shows smoke billowing over Manhattan from building collapse, fire in East Village @MicahGrimes http://t.co/0tfKdD3Una",220,501,
581207780813615104,huffingtonpost,"When it comes to transgender issues, this unearthed clip shows Dolly Parton character was a trailblazer http://t.co/V1JrKVZedz",31,25,http://huff.to/1M6SqOx
581205260066263040,huffingtonpost,Iran-backed Shiite militias in Iraq contradict US about their role in battle for Tikrit http://t.co/53sZELH13g,13,37,http://huff.to/1NeESOc
581204002643275776,huffingtonpost,5 things Obama wants to discuss with Pope Francis http://t.co/xsp7zQcwrt,34,36,http://huff.to/1NeDhI7
581201367886393345,huffingtonpost,"FDNY: 12 injured, 3 in critical condition in East Village explosion http://t.co/O0zlNPlpoQ http://t.co/NlXe0ABjy4",93,285,http://huff.to/1M6I01j
581200727458091008,huffingtonpost,NCAA troubled by Indiana's new anti-gay law http://t.co/3pcFP1e7vV,77,120,http://huff.to/1Nezk6n
